11
5/29/2024 6:21 PM
Wavelength (nm)	10mm Absorbance
611.0	0.378
611.5	0.379
612.0	0.380
612.5	0.372
613.0	0.365
613.5	0.364
614.0	0.359
614.5	0.359
615.0	0.352
615.5	0.350
616.0	0.344
616.5	0.340
617.0	0.335
617.5	0.332
618.0	0.329
618.5	0.333
619.0	0.336
619.5	0.339
620.0	0.331
620.5	0.325
621.0	0.319
621.5	0.320
622.0	0.321
622.5	0.321
623.0	0.322
623.5	0.324
624.0	0.330
624.5	0.338
625.0	0.335
625.5	0.331
626.0	0.330
626.5	0.333
627.0	0.332
627.5	0.328
628.0	0.323
628.5	0.317
629.0	0.316
629.5	0.315
630.0	0.316
630.5	0.324
631.0	0.332
631.5	0.338
632.0	0.337
632.5	0.342
633.0	0.344
633.5	0.343
634.0	0.342
634.5	0.343
635.0	0.341
635.5	0.341
636.0	0.347
636.5	0.348
637.0	0.342
637.5	0.338
638.0	0.325
638.5	0.315
639.0	0.309
639.5	0.305
640.0	0.300
640.5	0.304
641.0	0.316
641.5	0.320
642.0	0.320
642.5	0.312
643.0	0.302
643.5	0.299
644.0	0.302
644.5	0.305
645.0	0.311
645.5	0.319
646.0	0.322
646.5	0.317
647.0	0.313
647.5	0.305
648.0	0.302
648.5	0.306
649.0	0.309
649.5	0.313
650.0	0.313
650.5	0.311
651.0	0.306
651.5	0.296
652.0	0.296
652.5	0.291
653.0	0.290
653.5	0.297
654.0	0.299
654.5	0.299
655.0	0.303
655.5	0.308
656.0	0.307
656.5	0.300
657.0	0.295
657.5	0.285
658.0	0.276
658.5	0.274
659.0	0.269
659.5	0.271
660.0	0.284
660.5	0.292
661.0	0.300
661.5	0.302
662.0	0.307
662.5	0.306
663.0	0.305
663.5	0.305
664.0	0.301
664.5	0.293
665.0	0.285
665.5	0.281
666.0	0.278
666.5	0.285
667.0	0.284
667.5	0.285
668.0	0.289
668.5	0.296
669.0	0.294
669.5	0.291
670.0	0.289
670.5	0.293
671.0	0.293
671.5	0.294
672.0	0.286
672.5	0.282
673.0	0.273
673.5	0.261
674.0	0.247
674.5	0.247
675.0	0.255
675.5	0.268
676.0	0.282
676.5	0.293
677.0	0.299
677.5	0.294
678.0	0.284
678.5	0.278
679.0	0.278
679.5	0.285
680.0	0.292
680.5	0.294
681.0	0.293
681.5	0.292
682.0	0.286
682.5	0.273
683.0	0.275
683.5	0.289
684.0	0.302
684.5	0.303
685.0	0.305
685.5	0.296
686.0	0.290
686.5	0.290
687.0	0.283
687.5	0.280
688.0	0.292
688.5	0.297
689.0	0.297
689.5	0.293
690.0	0.293
690.5	0.279
691.0	0.279
691.5	0.279
692.0	0.271
692.5	0.277
693.0	0.284
693.5	0.282
694.0	0.287
694.5	0.288
695.0	0.284
695.5	0.274
696.0	0.270
696.5	0.267
697.0	0.261
697.5	0.269
698.0	0.278
698.5	0.290
699.0	0.302
699.5	0.305
700.0	0.300
700.5	0.287
701.0	0.269
701.5	0.259
702.0	0.255
702.5	0.254
703.0	0.262
703.5	0.271
704.0	0.280
704.5	0.290
705.0	0.295
705.5	0.290
706.0	0.289
706.5	0.294
707.0	0.303
707.5	0.304
708.0	0.305
708.5	0.297
709.0	0.289
709.5	0.278
710.0	0.266
710.5	0.258
711.0	0.252
711.5	0.248
712.0	0.253
712.5	0.254
713.0	0.256
713.5	0.260
714.0	0.261
714.5	0.258
715.0	0.265
715.5	0.270
716.0	0.276
716.5	0.282
717.0	0.279
717.5	0.279
718.0	0.283
718.5	0.290
719.0	0.290
719.5	0.289
720.0	0.285
720.5	0.278
721.0	0.286
721.5	0.289
722.0	0.287
722.5	0.297
723.0	0.296
723.5	0.301
724.0	0.302
724.5	0.292
725.0	0.279
725.5	0.276
726.0	0.273
726.5	0.274
727.0	0.270
727.5	0.265
728.0	0.248
728.5	0.240
729.0	0.236
729.5	0.234
730.0	0.238
730.5	0.246
731.0	0.253
731.5	0.263
732.0	0.266
732.5	0.269
733.0	0.268
733.5	0.269
734.0	0.269
734.5	0.271
735.0	0.270
735.5	0.264
736.0	0.268
736.5	0.274
737.0	0.278
737.5	0.286
738.0	0.287
738.5	0.287
739.0	0.278
739.5	0.274
740.0	0.272
740.5	0.266
741.0	0.272
741.5	0.269
742.0	0.268
742.5	0.269
743.0	0.263
743.5	0.257
744.0	0.255
744.5	0.252
745.0	0.257
745.5	0.267
746.0	0.274
746.5	0.265
747.0	0.256
747.5	0.249
748.0	0.241
748.5	0.244
749.0	0.252
749.5	0.251
750.0	0.259
750.5	0.274
751.0	0.280
751.5	0.276
752.0	0.264
752.5	0.258
753.0	0.245
753.5	0.244
754.0	0.240
754.5	0.231
755.0	0.234
755.5	0.239
756.0	0.236
756.5	0.230
757.0	0.218
757.5	0.216
758.0	0.214
758.5	0.224
759.0	0.238
759.5	0.254
760.0	0.274
760.5	0.283
761.0	0.277
761.5	0.254
762.0	0.231
762.5	0.215
763.0	0.197
763.5	0.192
764.0	0.197
764.5	0.210
765.0	0.222
765.5	0.232
766.0	0.223
766.5	0.211
767.0	0.219
767.5	0.219
768.0	0.221
768.5	0.237
769.0	0.256
769.5	0.275
770.0	0.275
770.5	0.262
771.0	0.242
771.5	0.231
772.0	0.231
772.5	0.227
773.0	0.227
773.5	0.231
774.0	0.244
774.5	0.254
775.0	0.247
775.5	0.239
776.0	0.238
776.5	0.234
777.0	0.239
777.5	0.237
778.0	0.234
778.5	0.239
779.0	0.247
779.5	0.254
780.0	0.252
780.5	0.259
781.0	0.267
781.5	0.271
782.0	0.274
782.5	0.276
783.0	0.275
783.5	0.271
784.0	0.261
784.5	0.258
785.0	0.247
785.5	0.250
786.0	0.255
786.5	0.260
787.0	0.266
787.5	0.265
788.0	0.252
788.5	0.233
789.0	0.225
789.5	0.219
790.0	0.217
790.5	0.235
791.0	0.264
791.5	0.287
792.0	0.295
792.5	0.284
793.0	0.281
793.5	0.270
794.0	0.260
794.5	0.248
795.0	0.246
795.5	0.252
796.0	0.264
796.5	0.256
797.0	0.241
797.5	0.226
798.0	0.222
798.5	0.220
799.0	0.220
799.5	0.223
800.0	0.227
800.5	0.231
801.0	0.237
801.5	0.236
802.0	0.233
802.5	0.229
803.0	0.227
803.5	0.234
804.0	0.240
804.5	0.241
805.0	0.241
805.5	0.236
806.0	0.231
806.5	0.237
807.0	0.248
807.5	0.246
808.0	0.243
808.5	0.237
809.0	0.232
809.5	0.217
810.0	0.201
810.5	0.183
811.0	0.185
811.5	0.199
812.0	0.211
812.5	0.223
813.0	0.230
813.5	0.226
814.0	0.232
814.5	0.219
815.0	0.214
815.5	0.206
816.0	0.211
816.5	0.211
817.0	0.215
817.5	0.235
818.0	0.231
818.5	0.227
819.0	0.225
819.5	0.221
820.0	0.225
820.5	0.227
821.0	0.236
821.5	0.228
822.0	0.224
822.5	0.217
823.0	0.193
823.5	0.174
824.0	0.162
824.5	0.161
825.0	0.177
825.5	0.204
826.0	0.220
826.5	0.217
827.0	0.213
827.5	0.204
828.0	0.186
828.5	0.178
829.0	0.186
829.5	0.201
830.0	0.224
830.5	0.231
831.0	0.224
831.5	0.215
832.0	0.209
832.5	0.188
833.0	0.164
833.5	0.152
834.0	0.153
834.5	0.164
835.0	0.175
835.5	0.184
836.0	0.205
836.5	0.226
837.0	0.235
837.5	0.229
838.0	0.224
838.5	0.208
839.0	0.195
839.5	0.193
840.0	0.196
840.5	0.214
841.0	0.245
841.5	0.268
842.0	0.284
842.5	0.301
843.0	0.314
843.5	0.285
844.0	0.250
844.5	0.230
845.0	0.206
845.5	0.194
846.0	0.199
846.5	0.194
847.0	0.218
847.5	0.230
848.0	0.233
848.5	0.208
849.0	0.192
849.5	0.182
850.0	0.181


76
5/29/2024 7:08 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.34667	
//WLCalib: 261S 	-0.23000	
//WLCalib: 362S 	-0.96000	
//WLCalib: 484S 	-0.30000	
//WLCalib: 529S 	-0.11000	
//WLCalib: 823S 	-0.54000	
//QSpecEnd: 
190.0	7.912
190.5	8.178
191.0	8.395
191.5	8.579
192.0	8.711
192.5	8.797
193.0	8.991
193.5	8.999
194.0	9.086
194.5	9.288
195.0	9.611
195.5	9.791
196.0	10.059
196.5	10.143
197.0	10.226
197.5	10.254
198.0	10.296
198.5	10.330
199.0	10.486
199.5	10.727
200.0	11.081
200.5	11.420
201.0	11.861
201.5	12.227
202.0	12.690
202.5	13.160
203.0	13.584
203.5	14.064
204.0	14.464
204.5	14.850
205.0	15.132
205.5	15.371
206.0	15.552
206.5	15.662
207.0	15.725
207.5	15.778
208.0	15.854
208.5	15.929
209.0	16.033
209.5	16.097
210.0	16.178
210.5	16.280
211.0	16.374
211.5	16.397
212.0	16.411
212.5	16.436
213.0	16.432
213.5	16.455
214.0	16.461
214.5	16.470
215.0	16.568
215.5	16.704
216.0	16.833
216.5	16.988
217.0	17.195
217.5	17.453
218.0	17.753
218.5	17.977
219.0	18.355
219.5	18.713
220.0	18.953
220.5	19.215
221.0	19.529
221.5	19.605
222.0	19.696
222.5	19.695
223.0	19.375
223.5	19.000
224.0	18.854
224.5	18.414
225.0	18.085
225.5	17.956
226.0	17.863
226.5	17.720
227.0	17.681
227.5	17.500
228.0	17.207
228.5	16.997
229.0	16.766
229.5	16.556
230.0	16.342
230.5	16.203
231.0	15.962
231.5	15.681
232.0	15.388
232.5	15.031
233.0	14.625
233.5	14.241
234.0	13.882
234.5	13.598
235.0	13.362
235.5	13.131
236.0	12.838
236.5	12.561
237.0	12.365
237.5	12.097
238.0	11.845
238.5	11.590
239.0	11.359
239.5	11.147
240.0	10.939
240.5	10.723
241.0	10.494
241.5	10.335
242.0	10.200
242.5	10.080
243.0	9.981
243.5	9.881
244.0	9.783
244.5	9.667
245.0	9.540
245.5	9.390
246.0	9.246
246.5	9.110
247.0	8.990
247.5	8.903
248.0	8.838
248.5	8.778
249.0	8.730
249.5	8.678
250.0	8.614
250.5	8.543
251.0	8.452
251.5	8.368
252.0	8.298
252.5	8.241
253.0	8.189
253.5	8.138
254.0	8.094
254.5	8.056
255.0	7.998
255.5	7.944
256.0	7.892
256.5	7.858
257.0	7.835
257.5	7.820
258.0	7.794
258.5	7.757
259.0	7.719
259.5	7.679
260.0	7.629
260.5	7.595
261.0	7.566
261.5	7.548
262.0	7.552
262.5	7.554
263.0	7.562
263.5	7.558
264.0	7.552
264.5	7.538
265.0	7.527
265.5	7.499
266.0	7.491
266.5	7.468
267.0	7.462
267.5	7.447
268.0	7.449
268.5	7.447
269.0	7.442
269.5	7.432
270.0	7.421
270.5	7.404
271.0	7.390
271.5	7.351
272.0	7.333
272.5	7.315
273.0	7.296
273.5	7.286
274.0	7.267
274.5	7.257
275.0	7.240
275.5	7.220
276.0	7.193
276.5	7.160
277.0	7.132
277.5	7.100
278.0	7.052
278.5	7.006
279.0	6.960
279.5	6.920
280.0	6.872
280.5	6.824
281.0	6.777
281.5	6.718
282.0	6.661
282.5	6.603
283.0	6.544
283.5	6.488
284.0	6.435
284.5	6.384
285.0	6.325
285.5	6.265
286.0	6.214
286.5	6.157
287.0	6.105
287.5	6.060
288.0	6.019
288.5	5.977
289.0	5.927
289.5	5.868
290.0	5.806
290.5	5.742
291.0	5.690
291.5	5.635
292.0	5.586
292.5	5.552
293.0	5.519
293.5	5.472
294.0	5.430
294.5	5.388
295.0	5.346
295.5	5.306
296.0	5.264
296.5	5.221
297.0	5.187
297.5	5.155
298.0	5.120
298.5	5.071
299.0	5.034
299.5	5.001
300.0	4.969
300.5	4.944
301.0	4.921
301.5	4.891
302.0	4.869
302.5	4.845
303.0	4.817
303.5	4.785
304.0	4.763
304.5	4.740
305.0	4.724
305.5	4.713
306.0	4.696
306.5	4.678
307.0	4.663
307.5	4.637
308.0	4.615
308.5	4.595
309.0	4.581
309.5	4.565
310.0	4.551
310.5	4.535
311.0	4.525
311.5	4.518
312.0	4.504
312.5	4.487
313.0	4.476
313.5	4.466
314.0	4.458
314.5	4.448
315.0	4.438
315.5	4.428
316.0	4.421
316.5	4.409
317.0	4.400
317.5	4.395
318.0	4.382
318.5	4.379
319.0	4.368
319.5	4.361
320.0	4.350
320.5	4.337
321.0	4.323
321.5	4.312
322.0	4.304
322.5	4.297
323.0	4.282
323.5	4.278
324.0	4.270
324.5	4.258
325.0	4.248
325.5	4.242
326.0	4.243
326.5	4.231
327.0	4.220
327.5	4.207
328.0	4.192
328.5	4.173
329.0	4.162
329.5	4.149
330.0	4.138
330.5	4.120
331.0	4.103
331.5	4.074
332.0	4.047
332.5	4.018
333.0	3.989
333.5	3.958
334.0	3.941
334.5	3.920
335.0	3.899
335.5	3.877
336.0	3.852
336.5	3.831
337.0	3.806
337.5	3.783
338.0	3.767
338.5	3.737
339.0	3.702
339.5	3.666
340.0	3.637
340.5	3.602
341.0	3.559
341.5	3.530
342.0	3.492
342.5	3.455
343.0	3.419
343.5	3.372
344.0	3.327
344.5	3.287
345.0	3.252
345.5	3.215
346.0	3.177
346.5	3.138
347.0	3.110
347.5	3.082
348.0	3.049
348.5	3.013
349.0	2.972
349.5	2.930
350.0	2.897
350.5	2.858
351.0	2.818
351.5	2.779
352.0	2.756
352.5	2.722
353.0	2.688
353.5	2.653
354.0	2.613
354.5	2.576
355.0	2.547
355.5	2.515
356.0	2.483
356.5	2.454
357.0	2.429
357.5	2.403
358.0	2.379
358.5	2.351
359.0	2.322
359.5	2.296
360.0	2.269
360.5	2.239
361.0	2.209
361.5	2.183
362.0	2.163
362.5	2.146
363.0	2.130
363.5	2.114
364.0	2.095
364.5	2.075
365.0	2.052
365.5	2.032
366.0	2.013
366.5	1.993
367.0	1.974
367.5	1.963
368.0	1.950
368.5	1.937
369.0	1.917
369.5	1.898
370.0	1.885
370.5	1.870
371.0	1.861
371.5	1.847
372.0	1.837
372.5	1.829
373.0	1.818
373.5	1.807
374.0	1.792
374.5	1.780
375.0	1.764
375.5	1.752
376.0	1.743
376.5	1.735
377.0	1.729
377.5	1.719
378.0	1.710
378.5	1.700
379.0	1.686
379.5	1.680
380.0	1.670
380.5	1.665
381.0	1.661
381.5	1.657
382.0	1.649
382.5	1.635
383.0	1.625
383.5	1.618
384.0	1.604
384.5	1.602
385.0	1.598
385.5	1.595
386.0	1.588
386.5	1.582
387.0	1.570
387.5	1.557
388.0	1.549
388.5	1.544
389.0	1.536
389.5	1.537
390.0	1.534
390.5	1.531
391.0	1.526
391.5	1.520
392.0	1.510
392.5	1.499
393.0	1.493
393.5	1.493
394.0	1.492
394.5	1.491
395.0	1.488
395.5	1.486
396.0	1.484
396.5	1.481
397.0	1.474
397.5	1.467
398.0	1.460
398.5	1.458
399.0	1.455
399.5	1.449
400.0	1.442
400.5	1.434
401.0	1.433
401.5	1.430
402.0	1.426
402.5	1.423
403.0	1.420
403.5	1.417
404.0	1.415
404.5	1.407
405.0	1.399
405.5	1.393
406.0	1.395
406.5	1.391
407.0	1.390
407.5	1.389
408.0	1.387
408.5	1.380
409.0	1.374
409.5	1.365
410.0	1.359
410.5	1.356
411.0	1.355
411.5	1.353
412.0	1.351
412.5	1.348
413.0	1.346
413.5	1.343
414.0	1.338
414.5	1.334
415.0	1.334
415.5	1.332
416.0	1.329
416.5	1.325
417.0	1.316
417.5	1.308
418.0	1.301
418.5	1.295
419.0	1.289
419.5	1.287
420.0	1.286
420.5	1.284
421.0	1.284
421.5	1.282
422.0	1.278
422.5	1.278
423.0	1.277
423.5	1.273
424.0	1.267
424.5	1.264
425.0	1.258
425.5	1.257
426.0	1.258
426.5	1.259
427.0	1.262
427.5	1.265
428.0	1.268
428.5	1.271
429.0	1.269
429.5	1.270
430.0	1.267
430.5	1.265
431.0	1.261
431.5	1.260
432.0	1.257
432.5	1.254
433.0	1.251
433.5	1.246
434.0	1.242
434.5	1.241
435.0	1.235
435.5	1.233
436.0	1.234
436.5	1.236
437.0	1.237
437.5	1.239
438.0	1.240
438.5	1.237
439.0	1.235
439.5	1.231
440.0	1.222
440.5	1.214
441.0	1.212
441.5	1.208
442.0	1.207
442.5	1.207
443.0	1.212
443.5	1.217
444.0	1.224
444.5	1.224
445.0	1.221
445.5	1.218
446.0	1.217
446.5	1.213
447.0	1.207
447.5	1.202
448.0	1.204
448.5	1.203
449.0	1.205
449.5	1.200
450.0	1.201
450.5	1.201
451.0	1.199
451.5	1.194
452.0	1.195
452.5	1.193
453.0	1.193
453.5	1.192
454.0	1.194
454.5	1.190
455.0	1.193
455.5	1.193
456.0	1.186
456.5	1.182
457.0	1.184
457.5	1.181
458.0	1.176
458.5	1.175
459.0	1.174
459.5	1.171
460.0	1.169
460.5	1.168
461.0	1.164
461.5	1.166
462.0	1.169
462.5	1.171
463.0	1.173
463.5	1.171
464.0	1.171
464.5	1.168
465.0	1.165
465.5	1.169
466.0	1.170
466.5	1.169
467.0	1.168
467.5	1.168
468.0	1.168
468.5	1.163
469.0	1.161
469.5	1.158
470.0	1.156
470.5	1.160
471.0	1.156
471.5	1.155
472.0	1.154
472.5	1.152
473.0	1.150
473.5	1.146
474.0	1.147
474.5	1.147
475.0	1.147
475.5	1.149
476.0	1.149
476.5	1.153
477.0	1.154
477.5	1.152
478.0	1.147
478.5	1.144
479.0	1.143
479.5	1.141
480.0	1.136
480.5	1.135
481.0	1.135
481.5	1.136
482.0	1.131
482.5	1.121
483.0	1.112
483.5	1.108
484.0	1.104
484.5	1.102
485.0	1.097
485.5	1.104
486.0	1.109
486.5	1.116
487.0	1.115
487.5	1.115
488.0	1.116
488.5	1.117
489.0	1.116
489.5	1.119
490.0	1.121
490.5	1.123
491.0	1.122
491.5	1.121
492.0	1.119
492.5	1.117
493.0	1.115
493.5	1.111
494.0	1.114
494.5	1.120
495.0	1.123
495.5	1.124
496.0	1.126
496.5	1.128
497.0	1.127
497.5	1.126
498.0	1.121
498.5	1.114
499.0	1.115
499.5	1.117
500.0	1.115
500.5	1.114
501.0	1.114
501.5	1.111
502.0	1.110
502.5	1.108
503.0	1.107
503.5	1.104
504.0	1.111
504.5	1.108
505.0	1.108
505.5	1.102
506.0	1.098
506.5	1.096
507.0	1.095
507.5	1.097
508.0	1.099
508.5	1.102
509.0	1.105
509.5	1.103
510.0	1.105
510.5	1.103
511.0	1.102
511.5	1.104
512.0	1.106
512.5	1.112
513.0	1.111
513.5	1.112
514.0	1.108
514.5	1.105
515.0	1.103
515.5	1.101
516.0	1.098
516.5	1.093
517.0	1.095
517.5	1.091
518.0	1.088
518.5	1.089
519.0	1.089
519.5	1.094
520.0	1.096
520.5	1.104
521.0	1.109
521.5	1.109
522.0	1.111
522.5	1.108
523.0	1.106
523.5	1.105
524.0	1.103
524.5	1.102
525.0	1.103
525.5	1.108
526.0	1.113
526.5	1.115
527.0	1.112
527.5	1.112
528.0	1.111
528.5	1.109
529.0	1.104
529.5	1.100
530.0	1.102
530.5	1.103
531.0	1.102
531.5	1.100
532.0	1.093
532.5	1.087
533.0	1.083
533.5	1.080
534.0	1.078
534.5	1.083
535.0	1.088
535.5	1.094
536.0	1.096
536.5	1.104
537.0	1.105
537.5	1.104
538.0	1.106
538.5	1.104
539.0	1.104
539.5	1.103
540.0	1.096
540.5	1.090
541.0	1.082
541.5	1.077
542.0	1.073
542.5	1.077
543.0	1.082
543.5	1.084
544.0	1.090
544.5	1.093
545.0	1.099
545.5	1.103
546.0	1.106
546.5	1.106
547.0	1.108
547.5	1.107
548.0	1.111
548.5	1.104
549.0	1.097
549.5	1.088
550.0	1.087
550.5	1.087
551.0	1.083
551.5	1.086
552.0	1.087
552.5	1.083
553.0	1.086
553.5	1.080
554.0	1.074
554.5	1.069
555.0	1.072
555.5	1.069
556.0	1.068
556.5	1.064
557.0	1.064
557.5	1.067
558.0	1.068
558.5	1.067
559.0	1.068
559.5	1.070
560.0	1.076
560.5	1.078
561.0	1.073
561.5	1.066
562.0	1.069
562.5	1.073
563.0	1.071
563.5	1.069
564.0	1.067
564.5	1.068
565.0	1.075
565.5	1.081
566.0	1.086
566.5	1.094
567.0	1.104
567.5	1.107
568.0	1.101
568.5	1.093
569.0	1.082
569.5	1.077
570.0	1.073
570.5	1.073
571.0	1.075
571.5	1.074
572.0	1.078
572.5	1.072
573.0	1.060
573.5	1.054
574.0	1.050
574.5	1.047
575.0	1.046
575.5	1.055
576.0	1.061
576.5	1.065
577.0	1.069
577.5	1.071
578.0	1.068
578.5	1.069
579.0	1.067
579.5	1.062
580.0	1.060
580.5	1.065
581.0	1.064
581.5	1.063
582.0	1.063
582.5	1.065
583.0	1.065
583.5	1.065
584.0	1.066
584.5	1.068
585.0	1.069
585.5	1.072
586.0	1.070
586.5	1.070
587.0	1.069
587.5	1.062
588.0	1.062
588.5	1.062
589.0	1.060
589.5	1.057
590.0	1.057
590.5	1.056
591.0	1.052
591.5	1.052
592.0	1.052
592.5	1.053
593.0	1.063
593.5	1.070
594.0	1.072
594.5	1.070
595.0	1.070
595.5	1.062
596.0	1.053
596.5	1.048
597.0	1.045
597.5	1.045
598.0	1.047
598.5	1.049
599.0	1.051
599.5	1.049
600.0	1.050
600.5	1.048
601.0	1.051
601.5	1.049
602.0	1.046
602.5	1.043
603.0	1.037
603.5	1.034
604.0	1.032
604.5	1.034
605.0	1.043
605.5	1.048
606.0	1.058
606.5	1.067
607.0	1.072
607.5	1.068
608.0	1.056
608.5	1.052
609.0	1.045
609.5	1.050
610.0	1.050
610.5	1.047
611.0	1.046
611.5	1.053
612.0	1.056
612.5	1.057
613.0	1.054
613.5	1.058
614.0	1.055
614.5	1.052
615.0	1.043
615.5	1.032
616.0	1.020
616.5	1.021
617.0	1.024
617.5	1.028
618.0	1.025
618.5	1.031
619.0	1.031
619.5	1.030
620.0	1.029
620.5	1.017
621.0	1.008
621.5	1.011
622.0	1.013
622.5	1.011
623.0	1.011
623.5	1.014
624.0	1.020
624.5	1.028
625.0	1.033
625.5	1.027
626.0	1.024
626.5	1.020
627.0	1.014
627.5	1.010
628.0	1.009
628.5	1.007
629.0	1.009
629.5	1.016
630.0	1.023
630.5	1.033
631.0	1.035
631.5	1.032
632.0	1.032
632.5	1.038
633.0	1.038
633.5	1.037
634.0	1.033
634.5	1.026
635.0	1.027
635.5	1.025
636.0	1.029
636.5	1.027
637.0	1.028
637.5	1.028
638.0	1.024
638.5	1.019
639.0	1.011
639.5	1.001
640.0	1.005
640.5	1.007
641.0	1.019
641.5	1.017
642.0	1.019
642.5	1.023
643.0	1.022
643.5	1.018
644.0	1.013
644.5	1.017
645.0	1.026
645.5	1.029
646.0	1.025
646.5	1.020
647.0	1.013
647.5	1.010
648.0	1.001
648.5	0.999
649.0	1.002
649.5	1.007
650.0	1.010
650.5	1.006
651.0	0.995
651.5	0.984
652.0	0.980
652.5	0.976
653.0	0.977
653.5	0.986
654.0	0.995
654.5	1.001
655.0	1.006
655.5	1.011
656.0	1.007
656.5	0.997
657.0	0.994
657.5	0.992
658.0	0.987
658.5	0.989
659.0	0.993
659.5	1.000
660.0	1.009
660.5	1.013
661.0	1.012
661.5	1.012
662.0	1.009
662.5	1.005
663.0	1.003
663.5	0.998
664.0	1.005
664.5	1.001
665.0	0.995
665.5	0.989
666.0	0.985
666.5	0.990
667.0	0.984
667.5	0.992
668.0	0.997
668.5	1.007
669.0	1.016
669.5	1.014
670.0	1.016
670.5	1.017
671.0	1.015
671.5	1.014
672.0	0.998
672.5	0.995
673.0	0.985
673.5	0.971
674.0	0.958
674.5	0.953
675.0	0.964
675.5	0.981
676.0	0.990
676.5	0.998
677.0	0.998
677.5	0.998
678.0	0.988
678.5	0.979
679.0	0.979
679.5	0.988
680.0	0.998
680.5	1.006
681.0	1.008
681.5	1.010
682.0	1.007
682.5	0.995
683.0	0.992
683.5	0.996
684.0	1.001
684.5	0.999
685.0	0.999
685.5	0.996
686.0	1.001
686.5	0.999
687.0	0.999
687.5	0.999
688.0	1.002
688.5	0.999
689.0	0.994
689.5	0.986
690.0	0.991
690.5	0.983
691.0	0.982
691.5	0.980
692.0	0.978
692.5	0.984
693.0	0.983
693.5	0.972
694.0	0.976
694.5	0.977
695.0	0.980
695.5	0.972
696.0	0.978
696.5	0.977
697.0	0.973
697.5	0.975
698.0	0.981
698.5	0.987
699.0	0.996
699.5	1.004
700.0	1.007
700.5	1.002
701.0	0.999
701.5	0.983
702.0	0.970
702.5	0.959
703.0	0.963
703.5	0.972
704.0	0.984
704.5	1.004
705.0	1.016
705.5	1.017
706.0	1.019
706.5	1.017
707.0	1.016
707.5	1.017
708.0	1.019
708.5	1.018
709.0	1.015
709.5	1.007
710.0	0.995
710.5	0.978
711.0	0.968
711.5	0.958
712.0	0.961
712.5	0.964
713.0	0.966
713.5	0.970
714.0	0.972
714.5	0.978
715.0	0.983
715.5	0.986
716.0	0.994
716.5	1.007
717.0	1.006
717.5	1.001
718.0	1.001
718.5	1.003
719.0	1.000
719.5	1.004
720.0	0.999
720.5	0.996
721.0	1.014
721.5	1.022
722.0	1.017
722.5	1.022
723.0	1.030
723.5	1.035
724.0	1.036
724.5	1.027
725.0	1.020
725.5	1.018
726.0	1.016
726.5	1.006
727.0	0.993
727.5	0.979
728.0	0.968
728.5	0.959
729.0	0.952
729.5	0.951
730.0	0.962
730.5	0.973
731.0	0.977
731.5	0.980
732.0	0.974
732.5	0.970
733.0	0.966
733.5	0.963
734.0	0.964
734.5	0.963
735.0	0.964
735.5	0.968
736.0	0.975
736.5	0.977
737.0	0.985
737.5	0.989
738.0	0.990
738.5	0.984
739.0	0.974
739.5	0.967
740.0	0.963
740.5	0.964
741.0	0.967
741.5	0.967
742.0	0.976
742.5	0.984
743.0	0.990
743.5	0.990
744.0	0.988
744.5	0.986
745.0	0.979
745.5	0.975
746.0	0.973
746.5	0.962
747.0	0.953
747.5	0.947
748.0	0.950
748.5	0.963
749.0	0.971
749.5	0.978
750.0	0.983
750.5	1.002
751.0	1.017
751.5	1.013
752.0	0.996
752.5	0.978
753.0	0.957
753.5	0.952
754.0	0.945
754.5	0.947
755.0	0.946
755.5	0.957
756.0	0.958
756.5	0.952
757.0	0.939
757.5	0.930
758.0	0.923
758.5	0.942
759.0	0.959
759.5	0.983
760.0	0.997
760.5	1.004
761.0	0.999
761.5	0.977
762.0	0.953
762.5	0.934
763.0	0.919
763.5	0.918
764.0	0.920
764.5	0.932
765.0	0.942
765.5	0.952
766.0	0.950
766.5	0.945
767.0	0.953
767.5	0.957
768.0	0.962
768.5	0.978
769.0	0.996
769.5	0.997
770.0	0.989
770.5	0.973
771.0	0.953
771.5	0.944
772.0	0.947
772.5	0.942
773.0	0.944
773.5	0.947
774.0	0.960
774.5	0.963
775.0	0.969
775.5	0.968
776.0	0.970
776.5	0.975
777.0	0.974
777.5	0.959
778.0	0.942
778.5	0.933
779.0	0.932
779.5	0.943
780.0	0.951
780.5	0.966
781.0	0.987
781.5	0.998
782.0	0.998
782.5	0.994
783.0	0.982
783.5	0.970
784.0	0.951
784.5	0.949
785.0	0.938
785.5	0.947
786.0	0.962
786.5	0.969
787.0	0.981
787.5	0.985
788.0	0.980
788.5	0.967
789.0	0.954
789.5	0.949
790.0	0.945
790.5	0.958
791.0	0.981
791.5	1.001
792.0	1.016
792.5	1.024
793.0	1.027
793.5	1.010
794.0	0.988
794.5	0.964
795.0	0.954
795.5	0.950
796.0	0.951
796.5	0.942
797.0	0.935
797.5	0.943
798.0	0.941
798.5	0.935
799.0	0.930
799.5	0.930
800.0	0.942
800.5	0.947
801.0	0.946
801.5	0.942
802.0	0.941
802.5	0.946
803.0	0.941
803.5	0.947
804.0	0.951
804.5	0.954
805.0	0.959
805.5	0.957
806.0	0.957
806.5	0.956
807.0	0.962
807.5	0.961
808.0	0.959
808.5	0.955
809.0	0.955
809.5	0.949
810.0	0.948
810.5	0.939
811.0	0.941
811.5	0.939
812.0	0.943
812.5	0.948
